,place,latitude,longitude,net,depthError,depth,type,Territory
258,"35 km S of False Pass, Alaska",54.542666666667,-163.51483333333,av,0.44,10.77,earthquake,Alaska
259,"46 km WNW of Indian Springs, Nevada",36.6798,-116.1753,nn,1.6,2.4,earthquake,Nevada
260,"0 km WNW of The Geysers, CA",38.777500152588,-122.75916290283,nc,0.50999999,0.73000001907349,earthquake,CA
261,"55 km S of Whites City, New Mexico",31.671,-104.397,tx,0.81304704113974,7.1252,earthquake,New Mexico
262,"73 km WSW of Vallenar, Chile",-28.7094,-71.4928,us,7.686,19.536,earthquake,Chile
263,"66 km WNW of Beluga, Alaska",61.317666666667,-152.269,av,2.34,-2.39,earthquake,Alaska
264,"229 km E of Levuka, Fiji",-17.8703,-178.5256,us,9.112,591.297,earthquake,Fiji
265,"20 km ESE of Anza, CA",33.4666667,-116.4798333,ci,0.39,10.36,earthquake,CA
266,"6 km SSW of Warner Springs, CA",33.2341667,-116.6655,ci,0.4,9.14,earthquake,CA
267,"28 km ENE of Little Lake, CA",36.061,-117.6385,ci,0.27,1.87,earthquake,CA
268,"20 km SE of Pāhala, Hawaii",19.051166534424,-155.35899353027,hv,0.839999974,32.229999542236,earthquake,Hawaii
269,"64 km N of Chignik Lagoon, Alaska",56.875333333333,-158.35283333333,av,0.84,4.95,earthquake,Alaska
270,"4 km NW of Highland Park, CA",34.1426667,-118.227,ci,0.39,8.25,earthquake,CA
271,"15 km NE of Milford, Utah",38.504,-112.9025,uu,0.46,2.77,earthquake,Utah
272,"31 km WNW of Hebgen Lake Estates, Montana",44.831666666667,-111.57283333333,mb,0.56,10.45,earthquake,Montana
273,"33 km NNW of San Antonio, Puerto Rico",18.779833333333,-67.186666666667,pr,0.73,16.08,earthquake,Puerto Rico
274,"17 km SSW of Searles Valley, CA",35.6143333,-117.4423333,ci,0.28,7.07,earthquake,CA
275,"13 km ESE of Pāhala, Hawaii",19.143333435059,-155.36332702637,hv,1.02999997,28.260000228882,earthquake,Hawaii
276,"10 km SSW of Salvaleón de Higüey, Dominican Republic",18.5185,-68.7301,pr,2.49,105.0,earthquake,Dominican Republic
277,"36 km SE of Mina, Nevada",38.1565,-117.8163,nn,0.6,7.8,earthquake,Nevada
278,"5 km WNW of Scofield, Utah",39.741166666667,-111.21566666667,uu,4.28,8.11,earthquake,Utah
279,"87 km WSW of Pariaman, Indonesia",-0.8508,99.3663,us,1.942,10.0,earthquake,Indonesia
280,"15 km NE of Milford, Utah",38.510333333333,-112.89966666667,uu,0.52,2.51,earthquake,Utah
281,"22 km NNE of Yerington, Nevada",39.1615,-119.0232,nn,2.1,7.2,earthquake,Nevada
282,"78 km WSW of Preston, Nevada",38.579,-115.8518,nn,0.0,0.0,earthquake,Nevada
283,"18 km W of Point MacKenzie, Alaska",61.3521,-150.3157,ak,0.6,44.8,earthquake,Alaska
284,"7 km SW of Lindsay, Texas",31.33,-103.601,tx,1.5113535914969,4.3567,earthquake,Texas
285,"55 km S of Whites City, New Mexico",31.679,-104.4,tx,0.64455806956675,6.0999,earthquake,New Mexico
286,"8 km WSW of Lindsay, Texas",31.333,-103.614,tx,4.8750247955322,9.4037,earthquake,Texas
287,"96 km SW of Pole Ojea, Puerto Rico",17.344,-67.8143,pr,21.83,25.0,earthquake,Puerto Rico
288,"46 km W of Ninilchik, Alaska",60.1221,-152.483,ak,0.5,93.6,earthquake,Alaska
289,"23 km NNW of Tehachapi, CA",35.3163333,-118.567,ci,0.6,4.36,earthquake,CA
290,"87 km NNW of Karluk, Alaska",58.301,-154.9765,av,0.84,3.17,earthquake,Alaska
291,"13 km ESE of Pāhala, Hawaii",19.137666666667,-155.368,hv,0.66,29.24,earthquake,Hawaii
292,"24 km SE of Silver Springs, Nevada",39.2418,-119.0412,nn,0.8,16.0,earthquake,Nevada
293,"3 km NW of Cobb, CA",38.837665557861,-122.75199890137,nc,0.540000021,0.43000000715256,earthquake,CA
294,"2 km NNE of The Geysers, CA",38.790500640869,-122.75116729736,nc,7.26000023,8.1999998092651,earthquake,CA
295,"3 km NNW of The Geysers, CA",38.803001403809,-122.77116394043,nc,1.26999998,1.75,earthquake,CA
296,"33 km W of Hebgen Lake Estates, Montana",44.808833333333,-111.60683333333,mb,2.38,6.29,earthquake,Montana
297,"9 km NW of The Geysers, CA",38.819499969482,-122.84216308594,nc,0.360000014,2.2200000286102,earthquake,CA
298,"20 km NNW of Stanton, Texas",32.31,-101.834,tx,0.61973277034686,5.7373,earthquake,Texas
299,"29 km SW of Stella, Puerto Rico",18.169333333333,-67.4755,pr,1.22,4.96,earthquake,Puerto Rico
300,"21 km NNE of Yerington, Nevada",39.1641,-119.0734,nn,1.7,4.7,earthquake,Nevada
301,"33 km SSW of Cantwell, Alaska",63.1366,-149.3105,ak,0.7,70.9,earthquake,Alaska
302,"17 km NE of Yerington, Nevada",39.1127,-119.0441,nn,1.9,4.0,earthquake,Nevada
303,"33 km WNW of Adak, Alaska",51.967166666667,-177.09116666667,av,4.05,4.42,earthquake,Alaska
304,"16 km NE of Milford, Utah",38.512333333333,-112.8925,uu,0.51,1.66,earthquake,Utah
305,"63 km WNW of Tyonek, Alaska",61.2711,-152.2426,ak,0.3,4.6,earthquake,Alaska
306,"16 km NE of Yerington, Nevada",39.0898,-119.0195,nn,0.9,10.3,earthquake,Nevada
307,"11 km ESE of Pāhala, Hawaii",19.182500839233,-155.375,hv,0.569999993,29.959999084473,earthquake,Hawaii
308,"44 km WNW of Indian Springs, Nevada",36.7808,-116.0978,nn,1.8,3.2,earthquake,Nevada
309,"16 km NE of Yerington, Nevada",39.098,-119.0386,nn,1.5,9.3,earthquake,Nevada
310,"6 km NNE of Hawaiian Beaches, Hawaii",19.596333333333,-154.89383333333,hv,0.53,41.35,earthquake,Hawaii
311,"5 km NNW of The Geysers, CA",38.816833496094,-122.78616333008,nc,0.75999999,2.0499999523163,earthquake,CA
312,"8 km WNW of Cobb, CA",38.835666656494,-122.81683349609,nc,0.800000012,2.039999961853,earthquake,CA
313,"19 km W of Petrolia, CA",40.310333251953,-124.51000213623,nc,0.5,9.8900003433228,earthquake,CA
314,"20 km NNE of Yerington, Nevada",39.154,-119.0706,nn,1.1,8.1,earthquake,Nevada
315,"21 km WNW of Shelter Cove, CA",40.049667358398,-124.32099914551,nc,2.13000011,12.199999809265,earthquake,CA
316,"26 km NNE of Yerington, Nevada",39.1838,-119.001,nn,0.9,5.5,earthquake,Nevada
317,"47 km ESE of Beatty, Nevada",36.7723,-116.2543,nn,0.9,9.5,earthquake,Nevada
318,"20 km SE of Pāhala, Hawaii",19.059999465942,-155.35650634766,hv,0.670000017,31.620000839233,earthquake,Hawaii
319,"20 km NNE of Yerington, Nevada",39.1568,-119.0733,nn,1.2,8.1,earthquake,Nevada
320,"69 km WNW of Beluga, Alaska",61.355166666667,-152.3075,av,0.58,3.78,earthquake,Alaska
321,"11 km S of Midland, Texas",31.891,-102.061,tx,1.4640412583633,8.0322,earthquake,Texas
322,"20 km ENE of Honaunau-Napoopoo, Hawaii",19.5285,-155.68466666667,hv,0.68,7.41,earthquake,Hawaii
323,"24 km NNE of Yerington, Nevada",39.1764,-119.0183,nn,25.3,0.8,earthquake,Nevada
324,"7 km NW of The Geysers, CA",38.814334869385,-122.82583618164,nc,0.449999988,1.7300000190735,earthquake,CA
325,"1 km NW of The Geysers, CA",38.78150177002,-122.7688369751,nc,0.870000005,3.6199998855591,earthquake,CA
326,"138 km ENE of Samarai, Papua New Guinea",-10.1506,151.8385,us,1.89,10.0,earthquake,Papua New Guinea
327,"6 km WNW of Lake Henshaw, CA",33.269,-116.825,ci,0.38,14.86,earthquake,CA
328,south of the Fiji Islands,-24.3709,-179.5639,us,9.734,514.314,earthquake,Unknown
329,"91 km SSW of Alo, Wallis and Futuna",-15.0712,-178.4346,us,1.749,10.0,earthquake,Wallis and Futuna
330,"151 km W of Adak, Alaska",51.780666666667,-178.8275,av,0.64,8.09,earthquake,Alaska
331,"22 km NNE of Yerington, Nevada",39.1685,-119.0536,nn,5.3,2.3,earthquake,Nevada
332,"37 km WNW of Nanwalek, Alaska",59.4939,-152.5253,ak,0.7,69.9,earthquake,Alaska
333,"60 km SSW of Cantwell, Alaska",62.9432,-149.6143,ak,0.7,74.2,earthquake,Alaska
334,"16 km NE of Milford, Utah",38.510666666667,-112.8975,uu,0.48,2.77,earthquake,Utah
335,"40 km WNW of Petrolia, CA",40.35283279419,-124.75350189209,nc,1.32000005,19.360000610352,earthquake,CA
336,"88 km WNW of Vinchina, Argentina",-28.4205,-69.0227,us,7.85,107.818,earthquake,Argentina
337,"62 km ENE of Pedro Bay, Alaska",60.016,-153.0923,ak,0.1,0.1,earthquake,Alaska
338,"85 km NNW of Karluk, Alaska",58.251666666667,-155.126,av,0.48,27.58,earthquake,Alaska
339,"16 km NNE of Yerington, Nevada",39.1234,-119.0799,nn,13.4,0.8,earthquake,Nevada
340,"8 km NNW of The Geysers, CA",38.83483505249,-122.81950378418,nc,1.41999996,2.0899999141693,earthquake,CA
341,"66 km NNE of Chignik, Alaska",56.875333333333,-158.136,av,1.66,3.02,earthquake,Alaska
342,"13 km WSW of Prizren, Kosovo",42.1518,20.5923,us,3.351,16.696,earthquake,Kosovo
343,"6 km NW of The Geysers, CA",38.814834594727,-122.80583190918,nc,0.620000005,2.2999999523163,earthquake,CA
344,"3 km W of Cobb, CA",38.820835113525,-122.7576675415,nc,1.01999998,1.3400000333786,earthquake,CA
345,"15 km NE of Milford, Utah",38.510333333333,-112.9,uu,0.48,2.34,earthquake,Utah
346,"14 km SW of Portola Valley, CA",37.269165039062,-122.30766296387,nc,11.8299999,4.5799999237061,earthquake,CA
347,"12 km W of Hebgen Lake Estates, Montana",44.75,-111.3415,mb,6.96,5.63,earthquake,Montana
348,"12 km SE of Desert Aire, Washington",46.600666666667,-119.80216666667,uw,0.15,7.71,earthquake,Washington
349,"5 km NNE of Santa Rosa, CA",38.489665985107,-122.6926651001,nc,2.81999993,20.719999313354,earthquake,CA
350,"20 km SE of Pāhala, Hawaii",19.058500289917,-155.35383605957,hv,0.879999995,29.180000305176,earthquake,Hawaii
351,"18 km W of Petrolia, CA",40.322334289551,-124.49700164795,nc,0.660000026,9.9399995803833,earthquake,CA
352,"19 km S of Trona, CA",35.5935,-117.4003333,ci,0.57,8.46,earthquake,CA
353,"22 km ESE of Anza, CA",33.4826667,-116.4548333,ci,0.36,10.13,earthquake,CA
354,"17 km W of Petrolia, CA",40.286167144775,-124.47283172607,nc,0.639999986,19.229999542236,earthquake,CA
355,"13 km SSE of Volcano, Hawaii",19.329999923706,-155.1815032959,hv,1.11000001,3.210000038147,earthquake,Hawaii
356,"7 km SSW of Mojave, CA",34.9881667,-118.1923333,ci,31.61,-0.91,quarry blast,CA
357,"3 km NNW of Metchosin, Canada",48.415,-123.55116666667,uw,31.61,-0.25,explosion,Canada
358,"6 km SSE of Unalaska, Alaska",53.825,-166.48333333333,av,0.39,9.77,earthquake,Alaska
359,"9 km N of Anza, CA",33.6381667,-116.6851667,ci,0.51,13.5,earthquake,CA
360,"3 km NE of Cedar City, Utah",37.695333333333,-113.03183333333,uu,0.48,1.14,earthquake,Utah
361,"8 km NNW of Anza, CA",33.6288333,-116.6948333,ci,0.25,13.43,earthquake,CA
362,"9 km N of Anza, CA",33.6343333,-116.6871667,ci,0.43,13.23,earthquake,CA
363,"10 km NE of Abbotsford, Canada",49.115333333333,-122.13466666667,uw,31.61,-0.45,explosion,Canada
364,"25 km WSW of Petrolia, CA",40.19649887085,-124.5273361206,nc,9.19999981,0.56000000238419,earthquake,CA
365,"9 km NW of The Geysers, CA",38.822834014893,-122.84400177002,nc,0.970000029,2.0699999332428,earthquake,CA
366,"13 km W of Hebgen Lake Estates, Montana",44.773833333333,-111.36116666667,mb,0.93,12.89,earthquake,Montana
367,"8 km SSW of Idyllwild, CA",33.6696667,-116.7471667,ci,0.45,14.21,earthquake,CA
368,"10 km SSE of Volcano, Hawaii",19.349,-155.212,hv,0.43,5.81,earthquake,Hawaii
369,"10 km NE of Ocotillo Wells, CA",33.2161667,-116.0628333,ci,0.39,10.81,earthquake,CA
370,"8 km NW of The Geysers, CA",38.821334838867,-122.82233428955,nc,1.10000002,2.6099998950958,earthquake,CA
371,"15 km NE of Milford, Utah",38.503166666667,-112.89583333333,uu,0.54,3.01,earthquake,Utah
372,"24 km NW of Grapevine, CA",35.0683333,-119.1398333,ci,1.1,11.62,earthquake,CA
373,"4 km SSE of Owasso, Oklahoma",36.2355,-95.828,ok,0.5,0.0,quarry blast,Oklahoma
374,"37 km NW of Stanton, Texas",32.357,-102.079,tx,0.90975136266182,5.542,earthquake,Texas
375,"16 km NE of Milford, Utah",38.507666666667,-112.89133333333,uu,0.5,2.42,earthquake,Utah
376,"21 km NE of Yerington, Nevada",39.1386,-119.0104,nn,2.1,10.8,earthquake,Nevada
377,"33 km NW of Beluga, Alaska",61.3835,-151.4646,ak,0.7,67.7,earthquake,Alaska
378,"13 km ENE of Borrego Springs, CA",33.2895,-116.2435,ci,0.54,5.15,earthquake,CA
379,"95 km NE of Tobelo, Indonesia",2.3692,128.5819,us,8.391,229.868,earthquake,Indonesia
380,"6 km NNE of Running Springs, CA",34.2556667,-117.0835,ci,0.37,3.77,earthquake,CA
381,"Kermadec Islands, New Zealand",-30.5917,-178.2739,us,4.532,49.139,earthquake,New Zealand
382,"10 km NNW of Friday Harbor, Washington",48.614666666667,-123.09733333333,uw,0.43,11.29,earthquake,Washington
383,"51 km W of Nanwalek, Alaska",59.3683,-152.8247,ak,0.7,69.4,earthquake,Alaska
384,"4 km SW of Fuig, Puerto Rico",17.963166666667,-66.95,pr,0.49,10.09,earthquake,Puerto Rico
385,"25 km NNE of Yerington, Nevada",39.1897,-119.0175,nn,2.5,16.0,earthquake,Nevada
386,"8 km WSW of Townsend, Montana",46.2995,-111.6245,mb,31.61,-2.0,quarry blast,Montana
387,"6 km NNE of Running Springs, CA",34.2565,-117.0826667,ci,0.36,3.59,earthquake,CA
388,"17 km NNE of Challis, Idaho",44.645,-114.13116666667,mb,9.68,3.93,earthquake,Idaho
389,"8 km NE of Brawley, CA",33.0356667,-115.4815,ci,1.1,0.02,earthquake,CA
390,"129 km SSW of Adak, Alaska",50.8455,-177.5005,ak,0.7,13.4,earthquake,Alaska
391,"29 km NNE of Paxson, Alaska",63.3502,-145.4769,ak,0.2,1.0,earthquake,Alaska
392,"4 km ESE of Owasso, Oklahoma",36.2485,-95.80666667,ok,0.4,0.0,quarry blast,Oklahoma
393,"14 km SW of Thatcher, Utah",41.598333333333,-112.41683333333,uu,1.08,7.14,earthquake,Utah
394,"10 km NE of Indio, CA",33.7755,-116.1275,ci,1.62,6.05,earthquake,CA
395,"17 km NNE of Challis, Idaho",44.644,-114.14133333333,mb,2.75,0.32,earthquake,Idaho
396,"5 km E of Butte, Montana",46.004,-112.46883333333,mb,31.61,-2.0,quarry blast,Montana
397,"19 km ESE of Hualien City, Taiwan",23.9428,121.7884,us,2.787,25.893,earthquake,Taiwan
398,"15 km NE of Milford, Utah",38.509333333333,-112.89883333333,uu,0.53,2.75,earthquake,Utah
399,"Kepulauan Babar, Indonesia",-7.1577,129.7195,us,8.26,139.91,earthquake,Indonesia
400,"77 km NNW of Karluk, Alaska",58.230333333333,-154.871,av,1.46,6.16,earthquake,Alaska
401,"17 km W of Searles Valley, CA",35.7676667,-117.5968333,ci,0.52,7.22,earthquake,CA
402,"19 km NNE of Yerington, Nevada",39.1483,-119.0762,nn,0.8,13.6,earthquake,Nevada
403,"68 km NNW of Karluk, Alaska",58.164666666667,-154.737,av,1.27,10.72,earthquake,Alaska
404,"5 km SSW of Pāhala, Hawaii",19.161167144775,-155.50300598144,hv,0.819999993,30.39999961853,earthquake,Hawaii
405,"50 km W of Petrolia, CA",40.294666290283,-124.87633514404,nc,2.94000006,13.840000152588,earthquake,CA
406,"20 km NNE of Yerington, Nevada",39.1405,-119.0408,nn,2.3,16.0,earthquake,Nevada
407,"21 km NNE of Yerington, Nevada",39.1553,-119.0393,nn,1.4,11.8,earthquake,Nevada
408,"9 km SSW of Idyllwild, CA",33.6606667,-116.7481667,ci,0.31,12.91,earthquake,CA
409,"85 km SSE of Boca de Yuma, Dominican Republic",17.7135,-68.198666666667,pr,18.07,65.43,earthquake,Dominican Republic
410,"65 km WNW of Beluga, Alaska",61.311833333333,-152.252,av,0.99,2.21,earthquake,Alaska
411,"6 km E of Vallejo, CA",38.113334655762,-122.16999816894,nc,1.33000004,0.75,earthquake,CA
412,"64 km WNW of Tyonek, Alaska",61.276833333333,-152.24733333333,av,0.36,3.37,earthquake,Alaska
413,"14 km NNW of Güiria, Venezuela",10.7051,-62.3306,us,5.861,74.464,earthquake,Venezuela
414,"8 km WNW of Cobb, CA",38.835498809815,-122.81517028809,nc,0.610000014,1.4500000476837,earthquake,CA
415,"17 km NE of Yerington, Nevada",39.0958,-119.0174,nn,1.5,11.0,earthquake,Nevada
416,"20 km NNE of Yerington, Nevada",39.1576,-119.0767,nn,7.0,3.7,earthquake,Nevada
417,"86 km NNW of Karluk, Alaska",58.290666666667,-154.99466666667,av,0.68,2.95,earthquake,Alaska
418,"89 km S of Kokhanok, Alaska",58.6497,-154.4764,ak,8.5,249.9,earthquake,Alaska
419,"4 km NNW of The Geysers, CA",38.80683517456,-122.77683258057,nc,0.370000005,2.0699999332428,earthquake,CA
420,"22 km NNE of Yerington, Nevada",39.1651,-119.0534,nn,1.0,11.2,earthquake,Nevada
421,"21 km W of Petrolia, CA",40.280666351318,-124.52966308594,nc,0.379999995,18.680000305176,earthquake,CA
422,"64 km ENE of Pedro Bay, Alaska",60.022,-153.05183333333,av,3.17,3.37,earthquake,Alaska
423,"22 km N of Nikiski, Alaska",60.8872,-151.3422,ak,0.8,63.8,earthquake,Alaska
424,"1 km E of Péfki, Greece",38.0604,23.8042,us,1.698,10.0,earthquake,Greece
425,"1 km  of The Geysers, CA",38.782665252685,-122.75816345215,nc,1.01999998,2.4400000572205,earthquake,CA
426,"16 km SW of Boca de Yuma, Dominican Republic",18.259,-68.7026,pr,3.92,103.0,earthquake,Dominican Republic
427,"4 km SE of Ontario, CA",34.0255,-117.5956667,ci,1.05,6.06,earthquake,CA
428,"10 km NNW of Big Bear City, CA",34.346,-116.8845,ci,31.61,-1.75,quarry blast,CA
429,"12 km SE of Mammoth Lakes, CA",37.567665100098,-118.86833190918,nc,1.75,3.4900000095367,earthquake,CA
430,"57 km NNE of Cruz Bay, U.S. Virgin Islands",18.796,-64.542166666667,pr,19.58,27.52,earthquake,U.S. Virgin Islands
431,"7 km WNW of Cobb, CA",38.837665557861,-122.79833221435,nc,0.660000026,0.44999998807907,earthquake,CA
432,"20 km SE of Pāhala, Hawaii",19.058333333333,-155.36066666667,hv,0.64,33.32,earthquake,Hawaii
433,"147 km SSE of Lata, Solomon Islands",-12.0226,166.0929,us,6.4,39.342,earthquake,Solomon Islands
434,"17 km NE of Yerington, Nevada",39.1102,-119.0385,nn,1.0,11.6,earthquake,Nevada
435,"14 km NW of Searles Valley, CA",35.8528333,-117.524,ci,31.61,3.71,earthquake,CA
436,"59 km WNW of Petrolia, CA",40.340831756592,-124.97816467285,nc,8.26000023,7.7199997901917,earthquake,CA
437,"184 km NNW of Sola, Vanuatu",-12.2856,167.0455,us,6.881,234.779,earthquake,Vanuatu
438,"21 km NNE of Yerington, Nevada",39.1636,-119.0524,nn,2.9,9.6,earthquake,Nevada
439,"67 km WNW of Beluga, Alaska",61.3305,-152.27866666667,av,2.3,-2.56,earthquake,Alaska
440,"8 km NNW of The Geysers, CA",38.830501556396,-122.81833648682,nc,0.25999999,1.7599999904633,earthquake,CA
441,"85 km NW of Karluk, Alaska",58.171166666667,-155.34666666667,av,1.01,1.24,earthquake,Alaska
442,"75 km W of Tumxuk, China",39.9461,78.1867,us,1.988,10.0,earthquake,China
443,"12 km WSW of Hebgen Lake Estates, Montana",44.747833333333,-111.33983333333,mb,7.49,2.65,earthquake,Montana
444,"63 km S of Whites City, New Mexico",31.611,-104.466,tx,0.89994421812079,7.4841,earthquake,New Mexico
445,"4 km SW of Hulbert, Oklahoma",35.907,-95.1755,ok,0.5,0.0,quarry blast,Oklahoma
446,"24 km NNE of Yerington, Nevada",39.1818,-119.0356,nn,7.2,3.9,earthquake,Nevada
447,"14 km NE of Yerington, Nevada",39.0779,-119.0392,nn,0.8,9.1,earthquake,Nevada
448,"12 km W of Hebgen Lake Estates, Montana",44.7625,-111.34333333333,mb,6.66,2.35,earthquake,Montana
449,"43 km WNW of Indian Springs, Nevada",36.7709,-116.0876,nn,1.9,3.4,earthquake,Nevada
450,"31 km SE of Mina, Nevada",38.1628,-117.898,nn,0.5,7.5,earthquake,Nevada
451,"42 km WNW of Indian Springs, Nevada",36.7477,-116.0877,nn,9.1,3.5,earthquake,Nevada
452,"6 km NNW of Delta, B.C., MX",32.3975,-115.2235,ci,0.9,10.93,earthquake,MX
453,"11 km SSW of Idyllwild, CA",33.6441667,-116.7458333,ci,0.38,16.95,earthquake,CA
454,"11 km S of Holley, Oregon",44.250333333333,-122.8095,uw,1.71,10.57,earthquake,Oregon
455,"43 km WNW of Indian Springs, Nevada",36.7715,-116.0869,nn,1.5,3.4,earthquake,Nevada
456,"43 km WNW of Indian Springs, Nevada",36.7666,-116.0875,nn,0.8,2.6,earthquake,Nevada
457,"55 km N of Karluk, Alaska",58.0666,-154.4839,ak,1.5,14.8,earthquake,Alaska
458,"2 km S of Leilani Estates, Hawaii",19.448,-154.9175,hv,0.64,3.74,earthquake,Hawaii
459,"16 km NE of Milford, Utah",38.513666666667,-112.903,uu,0.52,1.54,earthquake,Utah
460,"14 km ENE of Borrego Springs, CA",33.2905,-116.2335,ci,0.57,5.55,earthquake,CA
461,"5 km NNE of Malibu, CA",34.0516667,-118.796,ci,0.45,10.36,earthquake,CA
462,"32 km WNW of Hebgen Lake Estates, Montana",44.8405,-111.58716666667,mb,0.47,10.17,earthquake,Montana
463,"Rat Islands, Aleutian Islands, Alaska",51.9485,178.54233333333,av,1.17,8.76,earthquake,Alaska
464,"Rat Islands, Aleutian Islands, Alaska",51.996,178.5405,av,1.25,7.36,earthquake,Alaska
465,"25 km NNE of Yerington, Nevada",39.1853,-119.0134,nn,18.5,0.0,earthquake,Nevada
466,"23 km NNE of Yerington, Nevada",39.1746,-119.0305,nn,1.1,4.4,earthquake,Nevada
467,"66 km WSW of Elfin Cove, Alaska",58.0818,-137.4555,ak,0.4,10.1,earthquake,Alaska
468,"63 km N of Chignik Lagoon, Alaska",56.8735,-158.36766666667,av,1.82,7.65,earthquake,Alaska
469,"7 km WNW of Cobb, CA",38.827499389648,-122.80016326904,nc,0.519999981,2.789999961853,earthquake,CA
470,"6 km NNW of The Geysers, CA",38.822666168213,-122.79599761963,nc,0.430000007,2.6900000572205,earthquake,CA
471,"3 km SE of Carter Springs, Nevada",38.8394,-119.6141,nn,4.1,3.2,earthquake,Nevada
472,"9 km NNW of Round Valley, CA",37.480335235596,-118.65350341797,nc,5.26999998,5.2600002288818,earthquake,CA
473,"13 km NE of San Simeon, CA",35.728668212891,-121.09432983398,nc,0.800000012,6.0100002288818,earthquake,CA
474,"3 km SE of Borrego Springs, CA",33.2418333,-116.3533333,ci,0.33,2.86,earthquake,CA
475,"23 km NNE of Yerington, Nevada",39.1668,-119.0234,nn,1.1,11.8,earthquake,Nevada
476,"7 km W of Dunnigan, CA",38.867168426514,-122.04433441162,nc,13.4399996,0.31000000238419,earthquake,CA
